system:time_start,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
05-16,0.9278111111111111,0.7504222222222222,,,,,0.8308222222222222,,,,,0.9406388888888889,0.9205722222222222,1.0361461538461538,0.4593333333333333,,,0.87351,0.95346,0.9276222222222222,0.9092,0.77046,
05-17,,,,,,0.8116055555555556,0.82618,,0.925429411764706,,,0.9142611111111111,0.9079846153846154,,,0.9716,,0.9329666666666666,0.8959166666666667,0.9180944444444444,0.8289111111111112,,0.9126222222222222
05-18,,,0.9173,,,,,,0.7711117647058824,0.9628611111111112,,0.9178666666666666,0.92185,,0.9053944444444444,,,0.93125,,,,0.9148277777777778,
05-19,,,,0.8278222222222222,,,0.8184333333333333,,0.40838,,,,,,,,,0.65775,,0.576,,0.6824555555555556,0.82909375
05-20,,,,0.631975,,,,,0.9102,,0.62145,1.0013,0.9154375,0.9331555555555555,,0.8916777777777778,0.8985,,,0.9914,,,0.9187388888888889
05-21,,,,,,,,0.9493222222222222,,,,,,,,0.6983,0.8744999999999999,,,,0.7248666666666667,0.8548888888888889,0.9179470588235294
05-22,0.4309222222222222,,,0.41375555555555554,,1.0164444444444445,,,0.46685,,,0.9406611111111111,,0.9282333333333334,,0.9242705882352941,,0.7999111111111111,,,,,
05-23,,,,,0.9505555555555556,0.8857111111111111,,,,,,0.9281833333333334,,0.9195111111111112,0.9367944444444445,0.869025,0.7181222222222222,,,0.9323611111111111,,,
05-24,,,,,0.51386,,,,,0.47334444444444446,,0.9344,0.8131444444444444,0.9291555555555556,,,0.9606555555555556,,0.9690444444444445,0.8115153846153846,,,
05-25,,,,0.9462055555555556,,0.9515333333333333,0.8105642857142857,,0.8587692307692307,0.7458722222222223,,,,0.5763666666666667,,0.9275764705882353,0.9277,,,0.9347785714285715,0.9551,0.9456055555555556,0.5805
05-26,,0.441875,,,0.6697666666666666,0.9109222222222223,0.7818,,0.4528888888888889,,,,,,0.7835277777777778,0.9169125,,0.7744555555555556,,,,,
05-27,0.831,0.8914777777777778,0.848,,0.7679333333333334,,0.72164,0.7253111111111111,,,0.3552777777777778,,,0.9071555555555555,0.33011111111111113,0.9157142857142857,,,,,,,0.956425
05-28,,0.872025,,,,0.7644555555555556,,0.9298555555555555,,,0.9247277777777778,,0.77948,,,0.8157666666666666,,0.44054,,,,0.9677666666666667,0.9733222222222222
05-29,,,,0.91745,,,,0.9980722222222222,,0.9484166666666667,0.9082714285714286,,0.8786444444444445,,0.6291428571428571,,0.9427888888888889,,,,,,0.8753944444444445
05-30,0.9281666666666667,0.8730888888888889,,0.6244000000000001,,0.3661333333333333,0.7292,,0.8083666666666667,0.9386333333333333,0.93495,0.9169277777777778,,,0.5709222222222222,,,,,,,,
05-31,0.8561888888888889,0.8896666666666667,,0.8724111111111111,0.3870222222222222,0.8786722222222222,,0.88725,0.752575,0.9309166666666667,0.9420055555555555,0.8581624999999999,0.7646923076923077,,0.3132,,,0.4198,0.8368,0.8457444444444444,,,
06-01,0.6342375,0.8906999999999999,,0.7655555555555555,,0.9231153846153847,0.7290888888888889,0.6153333333333334,,0.9203777777777777,0.94325,,1.02706,0.852775,,,,,0.9606,,,,
06-02,,,,,0.6850111111111111,,0.7344555555555555,0.5239,,0.6929692307692308,0.8275666666666667,0.8970428571428571,,0.8270055555555555,,,,0.6310833333333333,,0.66668,,0.91056,0.8087
06-03,,,0.9005555555555556,0.7076375,,0.9008833333333334,0.7266944444444444,0.93838,0.92025,,0.98365,0.8502111111111111,0.6070777777777778,0.5023111111111112,,,0.8897611111111111,0.6019,,0.500575,,,
06-04,,0.8819,,,,0.8402444444444445,0.7473833333333333,,,,,,,0.7515388888888889,,0.8561777777777778,0.8820833333333333,,,,,0.8361111111111111,0.77215
